"tipo_producto","marca","nombre_comercial","denominacion_venta","rnpa",""
"48","Royal ","Gelatina  light sabor a cereza","Polvo para preparar postre de gelatina dietético de bajo contenido calórico sabor a cereza libre de gluten sin TACC aromatizado artificialmente","19007398",""
"48","Royal ","Gelatina Manjares Light","Polvo para preparar postre de gelatina dietético de bajo contenido calórico sabor a naranja. Libre de gluten sin TACC. Aromatizado artificialmente","19007400",""
"48","Royal ","Gelatina sin sabor","Polvo para preparar gelatina sin sabor. Libre de gluten sin TACC","19007538",""
"48","Royal ","Mousse","Polvo para preparar postre tipo mousse dietético sabor a limón 35% reducido en azúcares. Aromatizado artificialmente. Libre de gluten sin TACC","19009659",""
"48","Tang","Fresh","Polvo para preparar bebida analcohólica artificial dietética de bajas calorías fortificada con vitamina C sabor a mandarina. Libre de gluten sin TACC","19010658",""
"48","Tang Fresh","No registra","Polvo para preparar bebida analcohólica artificial dietética de bajas calorías fortificada con vitamina C sabor a limonada. Libre de gluten sin TACC","19010644",""
"49","Chubut","Chubut light","Queso de alta humedad, semigraso. Libre de gluten","19010499",""
"49","Cooperativa","Queso rallado","Queso rallado, libre de gluten","19008840",""
"49","Cremón - La Serenísima","Queso doble crema","Queso de alta humedad, doble crema libre de gluten - Sin TACC","19009928",""
"49","Grana Pampeana","Queso de baja humedad, semi graso","Queso de baja humedad, semi graso, libre de gluten sin TACC","19010366",""
"49","Grana Pampeana","Queso rallado","Queso de baja humedad, semi graso, rallado, sin deshidratar, libre de gluten sin TACC","19010368",""
"49","La Rodriguense","Queso cremoso","Queso cremoso, libre de gluten","19009981",""
"49","La Serenísima","Queso Danbo","Queso danbo libre de gluten","4062182",""
"49","La Serenísima","Queso danbo","Queso danbo, libre de gluten ","19006014-3",""
"49","La Serenísima","Queso danbo light","Queso danbo dietético, reducido en grasas reducido en calorías, libre de gluten (sin TACC)","19010059",""
"49","La Serenísima","Queso en hebras","Queso gouda, cheddar y muzzarella, rallado sin deshidratar, libre de gluten sin TACC","19010369",""
"49","La Serenísima","Queso en hebras 4 quesos: provolone, mozzarella, pategrás y reggianito","Queso provolone, mozzarella, pategrás y reggianito, rallados sin deshidratar libre de gluten. Sin TACC","19009718",""
"49","La Serenísima","4 Quesos Queserísimos Light Hebras","Queso fontina procesado light, danbo light, gouda light y provolone, rallado sin deshidratar, reducido en su contenido calórico, dietético de contenido graso reducido libre de gluten ","19010367",""
"49","La Serenísima","Queso en hebras light","Queso mozzarella light y reggianito, rallados sin deshidratar, libre del gluten (sin TACC)","19010307",""
"49","La Serenísima","Queso en hebras reggianito y pategrás","Queso reggianito y pategrás, rallados sin deshidratar libre de gluten sin TACC","19009719",""
"49","La Serenísima","Queso en hebras, queso azul, reggianito y mozzarella","Queso azul, reggianito, mozzarella, rallado sin deshidratar. Libre de gluten","19010520",""
"49","La Serenísima","Queso gouda","Queso gouda, fuente de vitamina A y D. Libre de gluten ","19010512",""
"49","La Serenísima","Queso gouda","Queso gouda, libre de gluten","19006023-2",""
"49","La Serenísima","Queso holanda","Queso holanda, libre de gluten","19008933",""
"42","BC La Campagnola ","Arándanos","Mermelada de arándanos reducida en calorías libre de gluten","19010253",""
"42","BC La Campagnola ","Durazno","Mermelada de durazno reducida en calorías libre de gluten","19010258",""
"42","Corimayo","No registra","Mermelada de durazno libre de gluten","19010625",""
"42","Dulciora","Ciruela","Mermelada de ciruela libre de gluten","19000758",""
"42","Dulciora","Damasco","Mermelada de damasco libre de gluten","19000762",""
"42","Dulciora","Durazno","Mermelada de durazno libre de gluten","19000763",""
"42","Dulciora","Frutilla","Mermelada de frutilla libre de gluten","19000757",""
"42","Dulciora","Higo","Mermelada de higo libre de gluten","19000759",""
"42","Dulciora","Mermelada de naranja","Mermelada de naranja libre de gluten","19000756",""
"42","Dulciora","Zapallo","Mermelada de zapallo libre de gluten","19000760",""
"42","La Campagnola","Membrillo","Jalea de membrillo libre de gluten","19010261",""
"42","La Campagnola","Arándano","Mermelada de arándano libre de gluten ","19010257",""
"42","BC La Campagnola","Ciruela","Mermelada de ciruela libre de gluten","19010260",""
"42","BC La Campagnola","Ciruela","Mermelada de ciruela reducida en calorías libre de gluten","19010254",""
"42","La Campagnola","Durazno","Mermelada de durazno libre de gluten","19010256",""
"42","La Campagnola","Frambuesa","Mermelada de frambuesa libre de gluten","025-13013173",""
"42","La Campagnola","Frutilla","Mermelada de frutilla libre de gluten","19010255",""
"42","BC La Campagnola","Frutilla","Mermelada de frutilla reducida en calorías libre de gluten","19010259",""
"42","Noel","Damasco","Mermelada de damasco libre de gluten","19009762",""
"42","Noel","Damasco light en calorías","Mermelada de damasco reducida 45% en calorías libre de gluten","19010393",""
"42","Noel","Dulce de batata  con sabor a chocolate libre de gluten - Sin TACC - Noel","Dulce de batata con sabor a chocolate libre de gluten ","19010334",""
"42","Noel","Dulce de batata libre de gluten - Sin TACC - Noel","Dulce de batata libre de gluten ","19010346",""
"42","Noel","Dulce de membrillo libre de gluten","Membrillo","19010137",""
"42","Noel","Durazno","Mermelada de durazno libre de gluten","19009763",""
"42","Noel","Durazno light en calorías","Mermelada de durazno reducida 45% en calorías libre de gluten","19010362",""
"42","Noel","Frutilla","Mermelada de frutilla libre de gluten","19009764",""
"42","Noel","Frutilla light en calorías","Mermelada de frutilla reducida 45% en calorías libre de gluten","19010360",""
"42","Noel","Jalea de membrillo - Sin TACC","Jalea de membrillo - Libre de gluten ","19010410",""
"42","Noel","Mermelada de ciruela","Mermelada de ciruela libre de gluten","19009766",""
"42","Noel","Naranja","Mermelada de naranja libre de gluten","19009765",""
"42","Noel","Naranja light en calorías","Mermelada de naranja reducida 45% en calorías libre de gluten","19010364",""
"42","Noel ","Ciruela light en calorías","Mermelada de ciruela reducida 45% en calorías libre de gluten","19010361",""
"43","Tío Yaco","Bollo para tarta","Masa para tarta sobre congelada - Libre de gluten - Sin TACC, materia grasa 14,21%","19010235",""
"43","Tío Yaco","Pan árabe","Pan - Sin TACC - Libre de gluten","19010262",""
"43","Tío Yaco","Pan de hamburguesa","Pan libre de gluten","19010237",""
"43","Tío Yaco","Pan de molde","Pan de molde libre de gluten sin TACC","19010234",""
"49","La Serenísima","Queso minifynbo","Queso minifynbo, libre de gluten","19006161-1",""
"49","La Serenísima","Queso mozzarella","Queso mozzarella libre de gluten ","19006957",""
"49","La Serenísima","Queso parmesano","Queso parmesano, libre de gluten","19006644-3",""
"49","La Serenísima","Queso parmesano rallado","Queso parmesano rallado deshidratado, libre de gluten sin TACC","19010337",""
"49","La Serenísima","Queso pategrás","Queso pategrás, libre de gluten","19006022-4",""
"49","La Serenísima","Queso rallado","Queso rallado, libre de gluten","19006684-2",""
"49","La Serenísima","Queso reggianito","Queso reggianito, libre de gluten","19006664-8",""
"49","La Serenísima","Queso reggianito rallado","Queso reggianito rallado, sin deshidratar, libre de gluten (sin TACC)","19010338",""
"49","La Serenísima","Queso romano","Queso romano, libre de gluten sin TACC","19006614-1",""
"49","La Serenísima","Queso sardo","Queso sardo, libre de gluten","19006674-5",""
"49","La Serenísima","Queso sbrinz","Queso sbrinz - Libre de gluten","19006634-6",""
"50","Dos Anclas","Dos Anclas sal entrefina","Sal entrefina libre de gluten","19001240",""
"51","Cada Día","Mayonesa con jugo de limón","Mayonesa reducida en calorías libre de gluten","19010422",""
"51","Cada Día","Mayonesa con jugo de limón","Mayonesa reducida en valor lipídico, libre de gluten","19010436",""
"51","La Campagnola","Ketchup","Ketchup libre de gluten","19010519",""
"51","La Campagnola","Ketchup hot picante","Ketchup libre de gluten","19010517",""
"51","Mayoliva","Mayonesa con aceite de oliva virgen extra","Mayonesa reducida en valor lipídico libre de gluten. Sin TACC","19010591",""
"51","Natura","Mayonesa con jugo de limón","Mayonesa reducida en valor lipídico - Libre de gluten","19010390",""
"51","Natura","Mayonesa con jugo de limón - Línea gastronómica","Mayonesa reducida en valor lipídico - Libre de gluten","19010391",""
"51","Natura","Sin registro","Salsa golf libre de gluten","19010392",""
"51","Natura","Sin registro","Ketchup libre de gluten","19010394",""
"53","Stop Calory","Batido instantáneo Stop Calory - Cormillot sabor frutilla","Producto en polvo dietético a base de proteínas y fibras con vitamina C y calcio - Sabor frutilla - Libre de gluten","19010292",""
"53","Stop Calory","Batido instantáneo Stop Calory sabor banana. Alimentos Dr. A. Cormillot ","Producto en polvo dietético a base de proteínas y fibras con vitamina C y calcio - Sabor banana - Libre de gluten","19010077",""
"53","Stop Calory","Batido instantáneo Stop Calory sabor vainilla - Alimentos Dr. A. Cormillot","Producto en polvo dietético a base de proteínas y fibras con vitamina C y calcio - Sabor vainilla - Libre de gluten","19010074",""
"13","Clight","No registra","Polvo para preparar bebida analcohólica artificial dietética de bajas calorías sabor frutilla. Libre de gluten. Sin TACC","19010588",""
"13","Clight","No registra","Polvo para preparar bebida analcoholica artificial dietética de bajas calorias sabor a limonada Libre de gluten SIN TACC.","19010595",""
"13","Clight","No registra","Polvo para preparar bebida analcohólica artificial dietética de bajas calorías sabor limón y frutilla. Libre de gluten. Sin TACC","19010597",""
"13","Clight","No registra","Polvo para preparar bebida analcohólica artificial dietética de bajas calorias sabor a naranja-mango Libre de gluten SIN TACC","19010613",""
"13","Tang","Fresh","Polvo para preparar bebida analcohólica artificial dietética de bajas calorías fortificada con vitamina C sabor a uva libre de gluten sin TACC","19010649",""
"23","Tío Yaco","Sándwich de jamón y queso","Comidas preparadas sobrecongeladas libre de gluten sin TACC","19010650",""
"42","Noel ","Higo","Mermelada de higo libre de gluten","19009965",""
"48","Royal","Flan","Polvo para preparar flan sin huevo dietético de bajo valor glucídico sabor a chocolate. Libre de gluten sin TACC","19010183",""
"48","Royal","Flan","Polvo para preparar flan sin huevo dietético de bajo valor glucídico sabor a dulce de leche. Aromatizado artificialmente. Libre de gluten sin TACC","19010310",""
"48","Royal","Flan","Polvo para preparar flan sin huevo dietético de bajo valor glucídico sabor a vainilla libre de gluten aromatizado artificialmente","19010345",""
"33","Elaboración Artesanal Sin Gluten Tío Yaco","Rosquitas glaseadas","Galletitas dulces sabor a vainilla aromatizado con esencia de vainilla cubiertas con baño de azúcar y limón libre de gluten sin TACC materia grasa 10%","19010651",""
"48","Royal","Gelatina light sabor ananá","Polvo para preparar postre de gelatina dietética de bajo contenido calórico sabor a ananá. Libre de gluten sin TACC, aromatizado artificialmente","19007399",""
"48","Royal","No registra","Polvo para preparar postre tipo mousse dietético sabor a chocolate 56% reducido en azúcares. Libre de gluten ","19009085",""
"48","Royal","Postre","Polvo para preparar postre dietético de bajo valor glucídico sabor a caramelo aromatizado artificialmente. Libre de gluten, sin TACC","19010303",""
"51","Cada Día","No registra","Aderezo a base de kétchup. Libre de gluten","19010648",""
"27","Mayorista Net","No registra","Tomate triturado - Libre de gluten","13040084",""
"27","Mayorista Net","Tomates","Tomates pelados peritas enteros comunes - Libre de gluten","13038729",""
"27","Molto","Arvejas","Arvejas secas remojadas - Libre de gluten","13041350",""
"27","Molto","Choclo amarillo","Granos de choclo amarillo enteros - Libre de gluten","13042850",""
"27","Molto","Choclo blanco","Granos de choclo blanco enteros - Libre de gluten","13042849",""
"27","Molto","Choclo blanco cremoso","Granos de choclo blanco tipo cremoso - Libre de gluten","13042851",""
"27","Molto","Concassée - Tomate en cubos","Tomates pelados cubeteados - Libre de gluten","13038363",""
"27","Molto","Garbanzos","Conserva de garbanzos secos remojados - Libre de gluten","13042845",""
"27","Molto","Jardinera","Jardinera de hortalizas y legumbres papas, zanahorias y arvejas - Libre de gluten","13042844",""
"27","Molto","Lentejas","Lentejas secas remojadas en conserva - Libre de gluten","13042841",""
"27","Molto","No registra","Puré de tomate - Libre de gluten","13038110",""
"27","Molto","No registra","Pulpa de tomate - Libre de gluten","13038111",""
"27","Molto","No registra","Tomate triturado - Libre de gluten","13038417",""
"27","Molto","Porotos","Conserva de porotos pallares secos remojados - Libre de gluten","13042840",""
"27","Molto","Porotos alubia","Conserva de porotos secos remojados - Libre de gluten","13043611",""
"27","Molto","Porotos manteca","Conserva de porotos secos remojados - Libre de gluten","13042848",""
"27","Molto","Tomates peritas","Tomates pelados peritas enteros comunes - Libre de gluten","13038354",""
"27","Noel","Choclo amarillo cremoso","Granos de choclo amarillo tipo cremoso - Libre de gluten","13039584",""
